CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	curies_goldstandard	invalid_ids_goldstandard
100003541	400	41368	156807	Peptide	Dipeptide	854	NAMED	LYCVKHSJGDMDLM-UHFFFAOYSA-N	O=C(CNC(C(CC1=CN=CN1)N)=O)O	histidylglycine	histidylglycine				2578-58-7	312227	HMDB0028885		101179	Pos Early	['HMDB:HMDB0028885', 'PUBCHEM.COMPOUND:101179', 'CAS:2578-58-7', 'INCHIKEY:LYCVKHSJGDMDLM-UHFFFAOYSA-N', 'SMILES:O=C(CNC(C(CC1=CN=CN1)N)=O)O']	{}
100003591	209	41436	145145	Peptide	Dipeptide	952	NAMED	PYOHODCEOHCZBM-UHFFFAOYSA-N	OC(C(NC(C(CC1=CC=CC=C1)N)=O)CCSC)=O	phenylalanylmethionine	phenylalanylmethionine				15080-84-9	10441391	HMDB0029001		7010506	Neg	['INCHIKEY:PYOHODCEOHCZBM-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:7010506', 'CAS:15080-84-9', 'SMILES:OC(C(NC(C(CC1=CC=CC=C1)N)=O)CCSC)=O', 'HMDB:HMDB0029001']	{}
100003594	209	41377	145131	Peptide	Dipeptide	958	NAMED	JMCOUWKXLXDERB-UHFFFAOYSA-N	OC(C(CC1=CNC2=C1C=CC=C2)NC(C(CC3=CC=CC=C3)N)=O)=O	phenylalanyltryptophan	phenylalanyltryptophan				24587-41-5	10443429	HMDB0029006		134906	Neg	['SMILES:OC(C(CC1=CNC2=C1C=CC=C2)NC(C(CC3=CC=CC=C3)N)=O)=O', 'HMDB:HMDB0029006', 'PUBCHEM.COMPOUND:134906', 'CAS:24587-41-5', 'INCHIKEY:JMCOUWKXLXDERB-UHFFFAOYSA-N']	{}
100003597	209	41487	145155	Peptide	Dipeptide	944	NAMED	OZILORBBPKKGRI-UHFFFAOYSA-N	O=C(C(CCC/N=C(N)\N)NC(C(CC1=CC=CC=C1)N)=O)O	phenylalanylarginine	phenylalanylarginine				1238-09-01	8443508	HMDB0028989		150903	Neg	['HMDB:HMDB0028989', 'PUBCHEM.COMPOUND:150903', 'CAS:1238-09-1', 'SMILES:O=C(C(CCC/N=C(N)\\N)NC(C(CC1=CC=CC=C1)N)=O)O', 'INCHIKEY:OZILORBBPKKGRI-UHFFFAOYSA-N']	{}
100003627	400	40671	156768	Peptide	Dipeptide	738	NAMED	FRYULLIZUDQONW-UHFFFAOYSA-N	O=C(C(CC(O)=O)N)NC(CC(O)=O)C(O)=O	aspartylaspartate	aspartylaspartate				58471-53-7	295009	HMDB0028749		332965	Pos Early	['SMILES:O=C(C(CC(O)=O)N)NC(CC(O)=O)C(O)=O', 'PUBCHEM.COMPOUND:332965', 'CAS:58471-53-7', 'HMDB:HMDB0028749', 'INCHIKEY:FRYULLIZUDQONW-UHFFFAOYSA-N']	{}
100003641	209	40475	143011	Peptide	Dipeptide	1059	NAMED	IOUPEELXVYPCPG-UHFFFAOYSA-N	O=C(C(C(C)C)N)NCC(O)=O	valylglycine	valylglycine				686-43-1	120256	HMDB0029127		136487	Neg	['CAS:686-43-1', 'PUBCHEM.COMPOUND:136487', 'HMDB:HMDB0029127', 'INCHIKEY:IOUPEELXVYPCPG-UHFFFAOYSA-N', 'SMILES:O=C(C(C(C)C)N)NCC(O)=O']	{}
100003650	400	40728	156801	Peptide	Dipeptide	1071	NAMED	KRNYOVHEKOBTEF-UHFFFAOYSA-N	O=C(C(C(C)C)N)NC(C(C)C)C(O)=O	valylvaline	valylvaline				3918-94-3	362559	HMDB0029140		107475	Pos Early	['PUBCHEM.COMPOUND:107475', 'SMILES:O=C(C(C(C)C)N)NC(C(C)C)C(O)=O', 'CAS:3918-94-3', 'HMDB:HMDB0029140', 'INCHIKEY:KRNYOVHEKOBTEF-UHFFFAOYSA-N']	{}
100003651	400	40685	156779	Peptide	Dipeptide	924	NAMED	JHKXZYLNVJRAAJ-UHFFFAOYSA-N	O=C(C(CCSC)N)NC(C)C(O)=O	methionylalanine	methionylalanine				3061-96-9	14625127	HMDB0028966		7009581	Pos Early	['INCHIKEY:JHKXZYLNVJRAAJ-UHFFFAOYSA-N', 'SMILES:O=C(C(CCSC)N)NC(C)C(O)=O', 'HMDB:HMDB0028966', 'PUBCHEM.COMPOUND:7009581', 'CAS:3061-96-9']	{}
100003674	400	40703	156791	Peptide	Dipeptide	969	NAMED	RNKSNIBMTUYWSH-YFKPBYRVSA-N	O=[C@]([C@H]1NCCC1)NCC(O)=O	prolylglycine	prolylglycine				2578-57-6	4932143	HMDB0011178		6426709	Pos Early	['INCHIKEY:RNKSNIBMTUYWSH-YFKPBYRVSA-N', 'HMDB:HMDB0011178', 'SMILES:O=[C@]([C@H]1NCCC1)NCC(O)=O', 'CAS:2578-57-6', 'PUBCHEM.COMPOUND:6426709']	{}
100003675	209	40662	179071	Peptide	Dipeptide	972	NAMED	RVQDZELMXZRSSI-IUCAKERBSA-N	O=[C@]([C@H]1NCCC1)N[C@@H](CCCCN)C(O)=O	prolyllysine	prolyllysine				71227-70-8	7498109	HMDB0029022		9209431	Neg	['INCHIKEY:RVQDZELMXZRSSI-IUCAKERBSA-N', 'PUBCHEM.COMPOUND:9209431', 'SMILES:O=[C@]([C@H]1NCCC1)N[C@@H](CCCCN)C(O)=O', 'CAS:71227-70-8', 'HMDB:HMDB0029022']	{}
100003678	400	40731	156803	Peptide	Dipeptide	975	NAMED	RWCOTTLHDJWHRS-YUMQZZPRSA-N	O=[C@]([C@H]1NCCC1)N2CCC[C@H]2[C@](O)=O	prolylproline	prolylproline				20488-28-2	9797341	HMDB0011180		263469	Pos Early	['SMILES:O=[C@]([C@H]1NCCC1)N2CCC[C@H]2[C@](O)=O', 'HMDB:HMDB0011180', 'PUBCHEM.COMPOUND:263469', 'INCHIKEY:RWCOTTLHDJWHRS-YUMQZZPRSA-N', 'CAS:20488-28-2']	{}
100003686	209	42092	143937	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1869	NAMED	KVTFEOAKFFQCCX-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCCCC)NCC(O)=O	N-palmitoylglycine	N-palmitoylglycine				2441-41-0	133100	HMDB0013034		151008	Neg	['INCHIKEY:KVTFEOAKFFQCCX-UHFFFAOYSA-N', 'HMDB:HMDB0013034', 'CAS:2441-41-0', 'PUBCHEM.COMPOUND:151008', 'SMILES:O=C(CCCCCCCCCCCCCCC)NCC(O)=O']	{}
100003695	305	62864	220652	Xenobiotics	Food Component/Plant	5177	NAMED	RGHNJXZEOKUKBD-MBMOQRBOSA-N	O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	mannonate*	mannonate*				642-99-9	2496757	HMDB0242119		3246006	Polar	['SMILES:O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O', 'PUBCHEM.COMPOUND:3246006', 'HMDB:HMDB0242119', 'INCHIKEY:RGHNJXZEOKUKBD-MBMOQRBOSA-N', 'CAS:642-99-9']	{}
100003769	402	37252	158892	Xenobiotics	Drug - Psychoactive	6090	NAMED	WIQRCHMSJFFONW-UHFFFAOYSA-N	NCCC(OC1=CC=C(C(F)(F)F)C=C1)C2=CC=CC=C2	norfluoxetine	norfluoxetine				83891-03-06	4382	HMDB0060551		4541	Pos Late	['SMILES:NCCC(OC1=CC=C(C(F)(F)F)C=C1)C2=CC=CC=C2', 'INCHIKEY:WIQRCHMSJFFONW-UHFFFAOYSA-N', 'CAS:83891-03-6', 'HMDB:HMDB0060551', 'PUBCHEM.COMPOUND:4541']	{}
100003892	400	42002	156875	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	475	NAMED	DWPCPZJAHOETAG-IMJSIDKUSA-N	O=C([C@H](CSC[C@@H](C(O)=O)N)N)O	lanthionine	lanthionine				3183-08-02	88959	HMDB0251521		98504	Pos Early	['INCHIKEY:DWPCPZJAHOETAG-IMJSIDKUSA-N', 'CAS:3183-08-2', 'HMDB:HMDB0251521', 'SMILES:O=C([C@H](CSC[C@@H](C(O)=O)N)N)O', 'PUBCHEM.COMPOUND:98504']	{}
100003926	400	43264	156990	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1965	NAMED	UEFRDQSMQXDWTO-UHFFFAOYSA-N	CC(CC(OC(C[N+](C)(C)C)CC([O-])=O)=O)O	(R)-3-hydroxybutyrylcarnitine	(R)-3-hydroxybutyrylcarnitine						HMDB0062735		53481617	Pos Early	['INCHIKEY:UEFRDQSMQXDWTO-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:53481617', 'SMILES:CC(CC(OC(C[N+](C)(C)C)CC([O-])=O)=O)O', 'HMDB:HMDB0062735']	{}
100003940	209	43502	144003	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1863	NAMED	SAVLIIGUQOSOEP-UHFFFAOYSA-N	O=C(CCCCCCC)NCC(O)=O	N-octanoylglycine	N-octanoylglycine				14246-53-8	76040	HMDB0000832		84290	Neg	['PUBCHEM.COMPOUND:84290', 'SMILES:O=C(CCCCCCC)NCC(O)=O', 'CAS:14246-53-8', 'INCHIKEY:SAVLIIGUQOSOEP-UHFFFAOYSA-N', 'HMDB:HMDB0000832']	{}
100004046	209	43488	144001	Amino Acid	Histidine Metabolism	89	NAMED	BKAYIFDRRZZKNF-VIFPVBQESA-N	OC([C@H](CC1=CN=CN1)NC(CCNC(C)=O)=O)=O	N-acetylcarnosine	N-acetylcarnosine				56353-15-2	8079136	HMDB0012881		9903482	Neg	['CAS:56353-15-2', 'SMILES:OC([C@H](CC1=CN=CN1)NC(CCNC(C)=O)=O)=O', 'PUBCHEM.COMPOUND:9903482', 'INCHIKEY:BKAYIFDRRZZKNF-VIFPVBQESA-N', 'HMDB:HMDB0012881']	{}
100004054	402	57512	211213	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1911	NAMED	DWSFAVOTORHAAL-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)=O	margaroylcarnitine (C17)*	margaroylcarnitine (C17)*				106182-29-0	35015987	HMDB0006210		53477803	Pos Late	['CAS:106182-29-0', 'HMDB:HMDB0006210', 'INCHIKEY:DWSFAVOTORHAAL-UHFFFAOYSA-N', 'SMILES:[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)=O', 'PUBCHEM.COMPOUND:53477803']	{}
100004056	305	42989	180877	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	481	NAMED	SUZRRICLUFMAQD-UHFFFAOYSA-N	O=S(O)(CCNC)=O	N-methyltaurine	N-methyltaurine				107-68-6	7594			7882	Polar	['PUBCHEM.COMPOUND:7882', 'CAS:107-68-6', 'INCHIKEY:SUZRRICLUFMAQD-UHFFFAOYSA-N', 'SMILES:O=S(O)(CCNC)=O']	{}
100004059	400	62278	219251	Xenobiotics	Food Component/Plant	5149	NAMED	GPPYTCRVKHULJH-UHFFFAOYSA-N	C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C	histidine betaine (hercynine)*	histidine betaine (hercynine)*				534-30-5	2340795	HMDB0029422		3083620	Pos Early	['CAS:534-30-5', 'INCHIKEY:GPPYTCRVKHULJH-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:3083620', 'HMDB:HMDB0029422', 'SMILES:C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C']	{}
100004083	209	42574	143947	Lipid	Secondary Bile Acid Metabolism	3597	NAMED		C[C@@]([C@@]1([H])C[C@@H]2O)(CC2)[C@](CC3)([H])[C@]([C@H](O)[C@@H]1O)([H])[C@@](CC4)([H])[C@@]3(C)[C@H]4[C@H](C)CCC(NCC(O)=O)=O	glycohyocholate	glycohyocholate						HMDB0240607		71361462	Neg	['SMILES:C[C@@]([C@@]1([H])C[C@@H]2O)(CC2)[C@](CC3)([H])[C@]([C@H](O)[C@@H]1O)([H])[C@@](CC4)([H])[C@@]3(C)[C@H]4[C@H](C)CCC(NCC(O)=O)=O', 'PUBCHEM.COMPOUND:71361462', 'HMDB:HMDB0240607']	{}
100004088	402	40807	159350	Cofactors and Vitamins	Vitamin A Metabolism	4653	NAMED	NCYCYZXNIZJOKI-OVSJKPMPSA-N	O=C([H])/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C	retinal	retinal					553582	HMDB0001358	C00376	638015	Pos Late	['PUBCHEM.COMPOUND:638015', 'KEGG.COMPOUND:C00376', 'HMDB:HMDB0001358', 'SMILES:O=C([H])/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C', 'INCHIKEY:NCYCYZXNIZJOKI-OVSJKPMPSA-N']	{}
100004089	209	42489	144357	Lipid	Fatty Acid, Monohydroxy	2008	NAMED	GHPVDCPCKSNJDR-UHFFFAOYSA-N	OC(C(O)=O)CCCCCCCC	2-hydroxydecanoate	2-hydroxydecanoate				5393-81-7	20195	HMDB0242148,HMDB0094656		21488	Neg	['HMDB:HMDB0094656', 'CAS:5393-81-7', 'SMILES:OC(C(O)=O)CCCCCCCC', 'HMDB:HMDB0242148', 'INCHIKEY:GHPVDCPCKSNJDR-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:21488']	{}
100004110	209	46164	144277	Xenobiotics	Benzoate Metabolism	4720	NAMED	TZVUCGJSHGKWCJ-UHFFFAOYSA-N	OC1=C(OS(=O)(O)=O)C(C)=CC=C1	3-methyl catechol sulfate (2)	3-methyl catechol sulfate (2)						HMDB0240663,HMDB0240662			Neg	['INCHIKEY:TZVUCGJSHGKWCJ-UHFFFAOYSA-N', 'SMILES:OC1=C(OS(=O)(O)=O)C(C)=CC=C1', 'HMDB:HMDB0240663', 'HMDB:HMDB0240662']	{}
100004111	209	46146	144253	Xenobiotics	Benzoate Metabolism	4722	NAMED	NCOMUGOPQPRVSE-UHFFFAOYSA-N	OC1=CC(C)=CC=C1OS(O)(=O)=O	4-methylcatechol sulfate	4-methylcatechol sulfate						HMDB0240459		54104170	Neg	['INCHIKEY:NCOMUGOPQPRVSE-UHFFFAOYSA-N', 'HMDB:HMDB0240459', 'PUBCHEM.COMPOUND:54104170', 'SMILES:OC1=CC(C)=CC=C1OS(O)(=O)=O']	{}
100004112	209	46165	144278	Xenobiotics	Benzoate Metabolism	4719	NAMED	HFDKYCXWNHNKAF-UHFFFAOYSA-N	OC1=C(C)C=CC=C1OS(O)(=O)=O	3-methyl catechol sulfate (1)	3-methyl catechol sulfate (1)						HMDB0240663,HMDB0240662		118431379	Neg	['SMILES:OC1=C(C)C=CC=C1OS(O)(=O)=O', 'INCHIKEY:HFDKYCXWNHNKAF-UHFFFAOYSA-N', 'HMDB:HMDB0240663', 'PUBCHEM.COMPOUND:118431379', 'HMDB:HMDB0240662']	{}
100004173	400	43334	156997	Xenobiotics	Drug - Psychoactive	6094	NAMED	KYYIDSXMWOZKMP-UHFFFAOYSA-N	CN(CC(C1(CCCCC1)O)C2=CC=C(C=C2)O)C	O-desmethylvenlafaxine	O-desmethylvenlafaxine				300827-87-6	111300	HMDB0015646	D07793	125017	Pos Early	['INCHIKEY:KYYIDSXMWOZKMP-UHFFFAOYSA-N', 'KEGG.DRUG:D07793', 'SMILES:CN(CC(C1(CCCCC1)O)C2=CC=C(C=C2)O)C', 'HMDB:HMDB0015646', 'CAS:300827-87-6', 'PUBCHEM.COMPOUND:125017']	{}
100004174	400	62976	221394	Xenobiotics	Drug - Psychoactive	6125	NAMED	ZAFYATHCZYHLPB-UHFFFAOYSA-N	CN(C(CC1=C(C2=CC=C(C=C2)C)N=C3C=CC(C)=CN13)=O)C	zolpidem	zolpidem				82626-48-0		HMDB0005023	C07219	5732	Pos Early	['SMILES:CN(C(CC1=C(C2=CC=C(C=C2)C)N=C3C=CC(C)=CN13)=O)C', 'INCHIKEY:ZAFYATHCZYHLPB-UHFFFAOYSA-N', 'KEGG.COMPOUND:C07219', 'CAS:82626-48-0', 'PUBCHEM.COMPOUND:5732', 'HMDB:HMDB0005023']	{}
100004182	209	43507	144005	Lipid	Secondary Bile Acid Metabolism	3610	NAMED	HIAJCGFYHIANNA-QIZZZRFXSA-N	O[C@@H]1CC2=CC[C@@]([C@@]3([H])[C@@]2(C)CC1)([H])[C@@]4([H])[C@@](CC3)(C)[C@]([C@H](C)CCC(O)=O)([H])CC4	3beta-hydroxy-5-cholenoate	3beta-hydroxy-5-cholenoate				5255-17-4	83950	HMDB0000308		92997	Neg	['CAS:5255-17-4', 'SMILES:O[C@@H]1CC2=CC[C@@]([C@@]3([H])[C@@]2(C)CC1)([H])[C@@]4([H])[C@@](CC3)(C)[C@]([C@H](C)CCC(O)=O)([H])CC4', 'INCHIKEY:HIAJCGFYHIANNA-QIZZZRFXSA-N', 'PUBCHEM.COMPOUND:92997', 'HMDB:HMDB0000308']	{}
100004208	209	46111	143736	Xenobiotics	Benzoate Metabolism	4718	NAMED	AQTYXAPIHMXAAV-UHFFFAOYSA-N	COC1=C(OS(O)(=O)=O)C=CC=C1	guaiacol sulfate	guaiacol sulfate					21078	HMDB0060013		22473	Neg	['HMDB:HMDB0060013', 'SMILES:COC1=C(OS(O)(=O)=O)C=CC=C1', 'PUBCHEM.COMPOUND:22473', 'INCHIKEY:AQTYXAPIHMXAAV-UHFFFAOYSA-N']	{}
100004227	209	43343	143991	Lipid	Fatty Acid, Amino	1801	NAMED	AKVBCGQVQXPRLD-UHFFFAOYSA-N	CCCCCCC(C(O)=O)N	2-aminooctanoate	2-aminooctanoate				644-90-6	62727	HMDB0000991		69522	Neg	['INCHIKEY:AKVBCGQVQXPRLD-UHFFFAOYSA-N', 'SMILES:CCCCCCC(C(O)=O)N', 'PUBCHEM.COMPOUND:69522', 'CAS:644-90-6', 'HMDB:HMDB0000991']	{}
100004243	209	42381	144301	Cofactors and Vitamins	Tocopherol Metabolism	4585	NAMED	NOZSTAZEOBPSBY-UHFFFAOYSA-N	OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2)O1)=O	gamma-CEHC glucuronide*	gamma-CEHC glucuronide*						HMDB0242175		121596235	Neg	['INCHIKEY:NOZSTAZEOBPSBY-UHFFFAOYSA-N', 'HMDB:HMDB0242175', 'PUBCHEM.COMPOUND:121596235', 'SMILES:OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2)O1)=O']	{}
100004284	400	43424	157011	Xenobiotics	Chemical	6383	NAMED	HHVIBTZHLRERCL-UHFFFAOYSA-N	CS(C)(=O)=O	dimethyl sulfone	dimethyl sulfone				67-71-0	5978	HMDB0004983	C11142	6213	Pos Early	['CAS:67-71-0', 'SMILES:CS(C)(=O)=O', 'HMDB:HMDB0004983', 'KEGG.COMPOUND:C11142', 'PUBCHEM.COMPOUND:6213', 'INCHIKEY:HHVIBTZHLRERCL-UHFFFAOYSA-N']	{}
100004295	400	43400	157005	Xenobiotics	Food Component/Plant	4854	NAMED	XUWHAWMETYGRKB-UHFFFAOYSA-N	O=C1CCCCN1	2-piperidinone	2-piperidinone				675-20-7	12144	HMDB0011749		12665	Pos Early	['SMILES:O=C1CCCCN1', 'INCHIKEY:XUWHAWMETYGRKB-UHFFFAOYSA-N', 'CAS:675-20-7', 'HMDB:HMDB0011749', 'PUBCHEM.COMPOUND:12665']	{}
100004318	400	43374	157003	Xenobiotics	Food Component/Plant	5156	NAMED	JYGFTBXVXVMTGB-UHFFFAOYSA-N	O=C1CC2=C(N1)C=CC=C2	indolin-2-one	indolin-2-one				59-48-3	284794	HMDB0061918	C12312	321710	Pos Early	['KEGG.COMPOUND:C12312', 'PUBCHEM.COMPOUND:321710', 'CAS:59-48-3', 'HMDB:HMDB0061918', 'INCHIKEY:JYGFTBXVXVMTGB-UHFFFAOYSA-N', 'SMILES:O=C1CC2=C(N1)C=CC=C2']	{}
100004321	209	48691	207569	Xenobiotics	Food Component/Plant	4995	NAMED	ZLYUIVZAQHFCNP-UHFFFAOYSA-N	O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1	2,8-quinolinediol sulfate	2,8-quinolinediol sulfate						HMDB0240658			Neg	['SMILES:O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1', 'INCHIKEY:ZLYUIVZAQHFCNP-UHFFFAOYSA-N', 'HMDB:HMDB0240658']	{}
100004322	209	43266	143737	Xenobiotics	Food Component/Plant	5469	NAMED	VSTZVCJQGSLNLL-UHFFFAOYSA-N	NC1=CC=CC=C1OS(O)(=O)=O	2-aminophenol sulfate	2-aminophenol sulfate					158022	HMDB0061116		181670	Neg	['SMILES:NC1=CC=CC=C1OS(O)(=O)=O', 'HMDB:HMDB0061116', 'PUBCHEM.COMPOUND:181670', 'INCHIKEY:VSTZVCJQGSLNLL-UHFFFAOYSA-N']	{}
100004326	209	48693	207571	Xenobiotics	Chemical	6338	NAMED	CGFRVKXGZRODPA-UHFFFAOYSA-N	CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O	3-acetylphenol sulfate	3-acetylphenol sulfate					16230535	HMDB0304930			Neg	['SMILES:CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O', 'HMDB:HMDB0304930', 'INCHIKEY:CGFRVKXGZRODPA-UHFFFAOYSA-N']	{}
100004327	209	45966	148646	Lipid	Lysophospholipid	2758	NAMED	ZPDQFUYPBVXUKS-KEKNWZKVSA-N	O=P(O)(OCC(O)COC(CCCCCCCCCCCCCCCCC)=O)OC[C@@H](C(O)=O)N	1-stearoyl-GPS (18:0)*	1-stearoyl-GPS (18:0)*	LPS 18:0	LPS 18:0	LPS 18:0/0:0		7826051	HMDB0061698		74819135	Neg	['PUBCHEM.COMPOUND:74819135', 'INCHIKEY:ZPDQFUYPBVXUKS-KEKNWZKVSA-N', 'HMDB:HMDB0061698', 'SMILES:O=P(O)(OCC(O)COC(CCCCCCCCCCCCCCCCC)=O)OC[C@@H](C(O)=O)N']	{}
100004396	305	62069	218878	Lipid	Fatty Acid, Dicarboxylate	1714	NAMED	YVOMYDHIQVMMTA-UHFFFAOYSA-N	OC(CC(O)=O)CCC(O)=O	3-hydroxyadipate	3-hydroxyadipate					133894	HMDB0000345		151913	Polar	['HMDB:HMDB0000345', 'PUBCHEM.COMPOUND:151913', 'SMILES:OC(CC(O)=O)CCC(O)=O', 'INCHIKEY:YVOMYDHIQVMMTA-UHFFFAOYSA-N']	{}
100004414	209	61702	218007	Lipid	Fatty Acid, Branched	1700	NAMED	CGKMKXBKVBXUGK-UHFFFAOYSA-N	OC(C(O)=O)C(C)CCCC(C)CCCC(C)CCCC(C)C	2-hydroxyphytanate*	2-hydroxyphytanate*				14721-68-7	164249	HMDB0061666		189026	Neg	['INCHIKEY:CGKMKXBKVBXUGK-UHFFFAOYSA-N', 'HMDB:HMDB0061666', 'PUBCHEM.COMPOUND:189026', 'SMILES:OC(C(O)=O)C(C)CCCC(C)CCCC(C)CCCC(C)C', 'CAS:14721-68-7']	{}
100004494	209	43470	151111	Xenobiotics	Tobacco Metabolite	4831	NAMED	WALNNKZUGHYSCT-MGKNELHOSA-N	CN(C1=O)[C@@H](C[C@H]1O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2O)C3=CN=CC=C3	3-hydroxycotinine glucuronide	3-hydroxycotinine glucuronide				132929-88-5	159230	HMDB0001204		53477725	Neg	['CAS:132929-88-5', 'HMDB:HMDB0001204', 'PUBCHEM.COMPOUND:53477725', 'INCHIKEY:WALNNKZUGHYSCT-MGKNELHOSA-N', 'SMILES:CN(C1=O)[C@@H](C[C@H]1O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2O)C3=CN=CC=C3']	{}
100004499	209	43231	143979	Amino Acid	Lysine Metabolism	136	NAMED	FZXCPFJMYOQZCA-UHFFFAOYSA-N	OC(C1CCCC(N1)=O)=O	6-oxopiperidine-2-carboxylate	6-oxopiperidine-2-carboxylate				34622-39-4	2282737	HMDB0061705		3014237	Neg	['PUBCHEM.COMPOUND:3014237', 'HMDB:HMDB0061705', 'SMILES:OC(C1CCCC(N1)=O)=O', 'CAS:34622-39-4', 'INCHIKEY:FZXCPFJMYOQZCA-UHFFFAOYSA-N']	{}
100004509	400	43239	156985	Xenobiotics	Food Component/Plant	5263	NAMED	ZFAHNWWNDFHPOH-UHFFFAOYSA-N	OC(C(CSCC=C)N)=O	S-allylcysteine	S-allylcysteine				21593-77-1	88744	HMDB0034323		98280	Pos Early	['PUBCHEM.COMPOUND:98280', 'CAS:21593-77-1', 'HMDB:HMDB0034323', 'INCHIKEY:ZFAHNWWNDFHPOH-UHFFFAOYSA-N', 'SMILES:OC(C(CSCC=C)N)=O']	{}
100004523	209	43249	124707	Amino Acid	Urea cycle; Arginine and Proline Metabolism	518	NAMED	SRXKAYJJGAAOBP-UHFFFAOYSA-N	CC(NCCCC(N)C(O)=O)=O	N-delta-acetylornithine	N-delta-acetylornithine					8096135	HMDB0242109	C00437	9920500	Neg	['SMILES:CC(NCCCC(N)C(O)=O)=O', 'HMDB:HMDB0242109', 'INCHIKEY:SRXKAYJJGAAOBP-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:9920500', 'KEGG.COMPOUND:C00437']	{}
100004541	209	43258	144587	Amino Acid	Polyamine Metabolism	562	NAMED	OAUYENAPBFTAQT-UHFFFAOYSA-N	O=C1N(CCCN([H])C(C)=O)CCC1	acisoga	acisoga				7663-77-6	114601	HMDB0061384		129397	Neg	['PUBCHEM.COMPOUND:129397', 'SMILES:O=C1N(CCCN([H])C(C)=O)CCC1', 'INCHIKEY:OAUYENAPBFTAQT-UHFFFAOYSA-N', 'CAS:7663-77-6', 'HMDB:HMDB0061384']	{}
100004542	400	43761	157045	Lipid	Fatty Acid, Amino	1796	NAMED	RDFMDVXONNIGBC-UHFFFAOYSA-N	OC(C(CCCCC)N([H])[H])=O	2-aminoheptanoate	2-aminoheptanoate				1115-90-8	198338	HMDB0242128,HMDB0094649		227939	Pos Early	['SMILES:OC(C(CCCCC)N([H])[H])=O', 'CAS:1115-90-8', 'HMDB:HMDB0094649', 'HMDB:HMDB0242128', 'PUBCHEM.COMPOUND:227939', 'INCHIKEY:RDFMDVXONNIGBC-UHFFFAOYSA-N']	{}
100004561	209	43549	212072	Amino Acid	Tryptophan Metabolism	282	NAMED	LLLPDUXGHXIXIW-UHFFFAOYSA-N	OC(C1=CC=CC=C1N([H])C=O)=O	N-formylanthranilic acid	N-formylanthranilic acid				3342-77-6	91624	HMDB0004089	C05653	101399	Neg	['CAS:3342-77-6', 'INCHIKEY:LLLPDUXGHXIXIW-UHFFFAOYSA-N', 'KEGG.COMPOUND:C05653', 'PUBCHEM.COMPOUND:101399', 'SMILES:OC(C1=CC=CC=C1N([H])C=O)=O', 'HMDB:HMDB0004089']	{}
100004575	209	43591	153118	Amino Acid	Urea cycle; Arginine and Proline Metabolism	520	NAMED	XUYANFPPYJSBPU-UHFFFAOYSA-N	OC(C(CCCNC(C)=O)N([H])C(C)=O)=O	N2,N5-diacetylornithine	N2,N5-diacetylornithine				39825-23-5	8573834	HMDB0240345		65977	Neg	['HMDB:HMDB0240345', 'PUBCHEM.COMPOUND:65977', 'INCHIKEY:XUYANFPPYJSBPU-UHFFFAOYSA-N', 'CAS:39825-23-5', 'SMILES:OC(C(CCCNC(C)=O)N([H])C(C)=O)=O']	{}
